"installation_cost","cumcap","year","prog"
"1",1504.63643693418,31441.9018733574,"2040","IPCC (2014)"
"2",1064.640146307,44403.3687724826,"2050","IPCC (2014)"
"3",1504.63643693418,13.9276354432144,"2040","IPCC (2014)"
"4",1064.640146307,2042.52897021344,"2050","IPCC (2014)"
"5",1504.63643693418,856.550850108182,"2040","IPCC (2014)"
"6",1064.640146307,4021.60333165751,"2050","IPCC (2014)"
"7",4247.34737933329,1.74073276720293,"2010","IPCC (2014)"
"8",3572.75646886876,12.3748212176118,"2015","IPCC (2014)"
"9",3005.30840812767,241.851204520415,"2020","IPCC (2014)"
"10",2527.98608110863,250.840215003451,"2025","IPCC (2014)"
"11",2126.47514300842,255.34624673131,"2030","IPCC (2014)"
"12",1504.63643693418,823.085970684666,"2040","IPCC (2014)"
"13",1064.640146307,2439.57452902663,"2050","IPCC (2014)"
"14",9310.2,3.867,"2005","IPCC (2014)"
"15",9278.34,6.301,"2010","IPCC (2014)"
"16",9045.88,8.427,"2015","IPCC (2014)"
"17",8720.2,10.07,"2020","IPCC (2014)"
"18",8350.86,12.2,"2025","IPCC (2014)"
"19",7917.8,15.03,"2030","IPCC (2014)"
"20",7299.48,20.59,"2035","IPCC (2014)"
"21",6648.12,28.63,"2040","IPCC (2014)"
"22",6012.1,40.18,"2045","IPCC (2014)"
"23",5453.96,54.9,"2050","IPCC (2014)"
"24",4661,88.88,"2060","IPCC (2014)"
"25",4106.4,130.5,"2070","IPCC (2014)"
"26",3659.18,184.2,"2080","IPCC (2014)"
"27",3304,249.6,"2090","IPCC (2014)"
"28",3065.64,309.9,"2100","IPCC (2014)"
"29",9310.2,3.895,"2005","IPCC (2014)"
"30",9268.9,6.457,"2010","IPCC (2014)"
"31",8980.98,8.929,"2015","IPCC (2014)"
"32",8302.48,13.17,"2020","IPCC (2014)"
"33",7249.92,23,"2025","IPCC (2014)"
"34",6130.1,37.82,"2030","IPCC (2014)"
"35",5225.04,66.55,"2035","IPCC (2014)"
"36",4486.36,103.8,"2040","IPCC (2014)"
"37",3997.84,143.1,"2045","IPCC (2014)"
"38",3666.26,184.7,"2050","IPCC (2014)"
"39",3119.92,296.7,"2060","IPCC (2014)"
"40",2711.64,448.6,"2070","IPCC (2014)"
"41",2380.06,655.7,"2080","IPCC (2014)"
"42",2053.2,1005,"2090","IPCC (2014)"
"43",1891.54,1263,"2100","IPCC (2014)"
"44",8937.32,0.5813,"2005","IPCC (2014)"
"45",8998.68,0.9787,"2010","IPCC (2014)"
"46",7686.52,46.88,"2015","IPCC (2014)"
"47",6405.04,63.06,"2020","IPCC (2014)"
"48",5723,77.91,"2025","IPCC (2014)"
"49",5200.26,95.13,"2030","IPCC (2014)"
"50",4610.26,121.3,"2035","IPCC (2014)"
"51",3980.14,161.8,"2040","IPCC (2014)"
"52",3397.22,223.3,"2045","IPCC (2014)"
"53",2933.48,311.6,"2050","IPCC (2014)"
"54",2316.34,588.3,"2060","IPCC (2014)"
"55",1899.8,1026,"2070","IPCC (2014)"
"56",1614.24,1625,"2080","IPCC (2014)"
"57",1421.9,2343,"2090","IPCC (2014)"
"58",1321.6,2896,"2100","IPCC (2014)"
"59",8937.32,0.5813,"2005","IPCC (2014)"
"60",8998.68,0.9787,"2010","IPCC (2014)"
"61",7688.88,46.89,"2015","IPCC (2014)"
"62",6445.16,62.29,"2020","IPCC (2014)"
"63",5920.06,72.66,"2025","IPCC (2014)"
"64",5639.22,80.33,"2030","IPCC (2014)"
"65",5255.72,92.29,"2035","IPCC (2014)"
"66",4745.96,111.5,"2040","IPCC (2014)"
"67",4177.2,142.1,"2045","IPCC (2014)"
"68",3655.64,188.9,"2050","IPCC (2014)"
"69",2872.12,345.7,"2060","IPCC (2014)"
"70",2289.2,635.5,"2070","IPCC (2014)"
"71",1870.3,1100,"2080","IPCC (2014)"
"72",1594.18,1718,"2090","IPCC (2014)"
"73",1460.84,2203,"2100","IPCC (2014)"
"74",2425.86545454545,22.98,"2020","IPCC (2014)"
"75",1923.07818181818,22.98,"2030","IPCC (2014)"
"76",1630.33090909091,301.977,"2040","IPCC (2014)"
"77",1464.48727272727,1161.638,"2050","IPCC (2014)"
"78",1369.98,2454.376,"2060","IPCC (2014)"
"79",1314.52,3494.985,"2070","IPCC (2014)"
"80",1283.84,5357.659,"2080","IPCC (2014)"
"81",1267.32,7690.954,"2090","IPCC (2014)"
"82",1256.7,9397.72,"2100","IPCC (2014)"
"83",2425.86545454545,22.98,"2020","IPCC (2014)"
"84",1923.07818181818,22.98,"2030","IPCC (2014)"
"85",1630.33090909091,263.777,"2040","IPCC (2014)"
"86",1464.48727272727,939.946,"2050","IPCC (2014)"
"87",1369.98,2162.02,"2060","IPCC (2014)"
"88",1314.52,3214.471,"2070","IPCC (2014)"
"89",1283.84,4657.146,"2080","IPCC (2014)"
"90",1267.32,6481.079,"2090","IPCC (2014)"
"91",1256.7,7481.037,"2100","IPCC (2014)"
"92",2425.86545454545,74.497,"2020","IPCC (2014)"
"93",1923.07818181818,391.66,"2030","IPCC (2014)"
"94",1630.33090909091,1261.839,"2040","IPCC (2014)"
"95",1464.48727272727,2965.501,"2050","IPCC (2014)"
"96",1369.98,5477.072,"2060","IPCC (2014)"
"97",1314.52,8524.757,"2070","IPCC (2014)"
"98",1283.84,12457.566,"2080","IPCC (2014)"
"99",1267.32,17574.463,"2090","IPCC (2014)"
"100",1256.7,22976.143,"2100","IPCC (2014)"
"101",2425.86545454545,22.98,"2020","IPCC (2014)"
"102",1923.07818181818,22.98,"2030","IPCC (2014)"
"103",1630.33090909091,41.282,"2040","IPCC (2014)"
"104",1464.48727272727,138.015,"2050","IPCC (2014)"
"105",1369.98,396.995,"2060","IPCC (2014)"
"106",1314.52,1018.19,"2070","IPCC (2014)"
"107",1283.84,1976.14,"2080","IPCC (2014)"
"108",1267.32,3207.425,"2090","IPCC (2014)"
"109",1256.7,4698.576,"2100","IPCC (2014)"
"110",2425.86545454545,22.98,"2020","IPCC (2014)"
"111",1923.07818181818,22.98,"2030","IPCC (2014)"
"112",1630.33090909091,41.13,"2040","IPCC (2014)"
"113",1464.48727272727,121.659,"2050","IPCC (2014)"
"114",1369.98,377.32,"2060","IPCC (2014)"
"115",1314.52,992.396,"2070","IPCC (2014)"
"116",1283.84,1954.102,"2080","IPCC (2014)"
"117",1267.32,3152.626,"2090","IPCC (2014)"
"118",1256.7,4551.696,"2100","IPCC (2014)"
"119",2425.86545454545,138.119,"2020","IPCC (2014)"
"120",1923.07818181818,386.101,"2030","IPCC (2014)"
"121",1630.33090909091,1268.265,"2040","IPCC (2014)"
"122",1464.48727272727,2793.212,"2050","IPCC (2014)"
"123",1369.98,4804.938,"2060","IPCC (2014)"
"124",1314.52,7647.033,"2070","IPCC (2014)"
"125",1283.84,11299.22,"2080","IPCC (2014)"
"126",1267.32,16523.385,"2090","IPCC (2014)"
"127",1256.7,22592.795,"2100","IPCC (2014)"
"128",2425.86545454545,113.765,"2020","IPCC (2014)"
"129",1923.07818181818,209.081,"2030","IPCC (2014)"
"130",1630.33090909091,723.83,"2040","IPCC (2014)"
"131",1464.48727272727,1900,"2050","IPCC (2014)"
"132",1369.98,3531.751,"2060","IPCC (2014)"
"133",1314.52,5904.527,"2070","IPCC (2014)"
"134",1283.84,9398.733,"2080","IPCC (2014)"
"135",1267.32,12795.388,"2090","IPCC (2014)"
"136",1256.7,16909.021,"2100","IPCC (2014)"
"137",2425.86545454545,36.437,"2020","IPCC (2014)"
"138",1923.07818181818,123.368,"2030","IPCC (2014)"
"139",1630.33090909091,511.257,"2040","IPCC (2014)"
"140",1464.48727272727,1441.39,"2050","IPCC (2014)"
"141",1369.98,3225.499,"2060","IPCC (2014)"
"142",1314.52,5509.109,"2070","IPCC (2014)"
"143",1283.84,8472.466,"2080","IPCC (2014)"
"144",1267.32,12077.183,"2090","IPCC (2014)"
"145",1256.7,16105.228,"2100","IPCC (2014)"
"146",2425.86545454545,109.745,"2020","IPCC (2014)"
"147",1923.07818181818,157.16,"2030","IPCC (2014)"
"148",1630.33090909091,306.689,"2040","IPCC (2014)"
"149",1464.48727272727,707.175,"2050","IPCC (2014)"
"150",1369.98,1656.954,"2060","IPCC (2014)"
"151",1314.52,3390.763,"2070","IPCC (2014)"
"152",1283.84,5099.588,"2080","IPCC (2014)"
"153",1267.32,7173.568,"2090","IPCC (2014)"
"154",1256.7,10335.641,"2100","IPCC (2014)"
"155",8536.52735351562,21.2256596679688,"2010","IPCC (2014)"
"156",6530.97791992187,114.159163574219,"2020","IPCC (2014)"
"157",4303.7204296875,452.182913574219,"2030","IPCC (2014)"
"158",2751.66608398437,2425.39738232422,"2040","IPCC (2014)"
"159",2582.53947265625,4197.92963232422,"2050","IPCC (2014)"
"160",2540.32191894531,5897.22413232422,"2060","IPCC (2014)"
"161",2511.39290527344,7742.39963232422,"2070","IPCC (2014)"
"162",2492.13320800781,9771.91113232422,"2080","IPCC (2014)"
"163",2478.55802246094,11861.5071323242,"2090","IPCC (2014)"
"164",2469.40092285156,13975.1791323242,"2100","IPCC (2014)"
"165",8536.52735351562,21.8038725585937,"2010","IPCC (2014)"
"166",5591.4092578125,142.013054199219,"2020","IPCC (2014)"
"167",2989.66655273437,643.596007324219,"2030","IPCC (2014)"
"168",1667.98718505859,3563.32013232422,"2040","IPCC (2014)"
"169",1480.54839111328,6327.59763232422,"2050","IPCC (2014)"
"170",1408.59086181641,9450.99413232422,"2060","IPCC (2014)"
"171",1370.79686767578,13082.9741323242,"2070","IPCC (2014)"
"172",1349.39309082031,17239.9131323242,"2080","IPCC (2014)"
"173",1336.98609375,21964.9691323242,"2090","IPCC (2014)"
"174",1329.48390380859,27295.6571323242,"2100","IPCC (2014)"
"175",8536.52735351562,21.8036811523437,"2010","IPCC (2014)"
"176",5445.30416992187,172.445882324219,"2020","IPCC (2014)"
"177",2882.28712890625,840.271444824219,"2030","IPCC (2014)"
"178",1712.4127734375,3393.19563232422,"2040","IPCC (2014)"
"179",1500.13520996094,6166.95763232422,"2050","IPCC (2014)"
"180",1419.91508789062,9244.09013232422,"2060","IPCC (2014)"
"181",1378.32196044922,12847.7321323242,"2070","IPCC (2014)"
"182",1354.92275634766,17003.7631323242,"2080","IPCC (2014)"
"183",1341.52906494141,21723.5771323242,"2090","IPCC (2014)"
"184",1333.35505859375,27049.4931323242,"2100","IPCC (2014)"
"185",8536.52735351562,21.2288803710938,"2010","IPCC (2014)"
"186",6526.07642578125,115.601671386719,"2020","IPCC (2014)"
"187",4190.83280273438,542.154694824219,"2030","IPCC (2014)"
"188",2958.35132324219,1502.57350732422,"2040","IPCC (2014)"
"189",2640.71727539062,2815.57738232422,"2050","IPCC (2014)"
"190",2545.17962402344,4457.50413232422,"2060","IPCC (2014)"
"191",2504.12766601562,6310.09913232422,"2070","IPCC (2014)"
"192",2479.34017578125,8334.82713232422,"2080","IPCC (2014)"
"193",2463.11344726562,10450.3461323242,"2090","IPCC (2014)"
"194",2452.4271875,12695.8151323242,"2100","IPCC (2014)"
"195",8536.52735351562,21.8073823242188,"2010","IPCC (2014)"
"196",5659.7939453125,124.345733886719,"2020","IPCC (2014)"
"197",3068.15959960937,520.851694824219,"2030","IPCC (2014)"
"198",1829.7997265625,1581.07488232422,"2040","IPCC (2014)"
"199",1516.97959472656,3215.82838232422,"2050","IPCC (2014)"
"200",1425.52224853516,5307.59663232422,"2060","IPCC (2014)"
"201",1385.32072021484,7882.68963232422,"2070","IPCC (2014)"
"202",1363.18290039063,10966.3141323242,"2080","IPCC (2014)"
"203",1350.48407226562,14581.2551323242,"2090","IPCC (2014)"
"204",1342.95696289062,18745.0531323242,"2100","IPCC (2014)"
"205",3315.86018,39.34,"2010","IPCC (2014)"
"206",2787.63082,78.189,"2015","IPCC (2014)"
"207",2787.58008,78.195,"2020","IPCC (2014)"
"208",2787.52108,78.202,"2025","IPCC (2014)"
"209",2787.46444,78.208,"2030","IPCC (2014)"
"210",2661.34132,94.041,"2035","IPCC (2014)"
"211",2303.16058,169.223,"2040","IPCC (2014)"
"212",1903.83442,385.126,"2045","IPCC (2014)"
"213",1608.12288,862.302,"2050","IPCC (2014)"
"214",1277.50812,2853.81,"2060","IPCC (2014)"
"215",1159.66978,6192.041,"2070","IPCC (2014)"
"216",1075.5523,11275.119,"2080","IPCC (2014)"
"217",1023.16148,17718.332,"2090","IPCC (2014)"
"218",990.3622,24547.636,"2100","IPCC (2014)"
"219",3315.86018,39.34,"2010","IPCC (2014)"
"220",2374.77478,149.126,"2015","IPCC (2014)"
"221",1876.2118,411.557,"2020","IPCC (2014)"
"222",1553.06644,1031.481,"2025","IPCC (2014)"
"223",1357.33984,2183.143,"2030","IPCC (2014)"
"224",1238.50676,3894.215,"2035","IPCC (2014)"
"225",1161.20968,6131.371,"2040","IPCC (2014)"
"226",1106.90018,8879.849,"2045","IPCC (2014)"
"227",1065.66154,12212.384,"2050","IPCC (2014)"
"228",998.2741,21267.001,"2060","IPCC (2014)"
"229",959.99018,34511.679,"2070","IPCC (2014)"
"230",927.59328,52356.43,"2080","IPCC (2014)"
"231",905.41636,72581.768,"2090","IPCC (2014)"
"232",889.99848,93410.899,"2100","IPCC (2014)"
"233",3315.86018,39.34,"2010","IPCC (2014)"
"234",2787.63082,78.189,"2015","IPCC (2014)"
"235",2787.57536,78.196,"2020","IPCC (2014)"
"236",2787.51282,78.203,"2025","IPCC (2014)"
"237",2787.45736,78.209,"2030","IPCC (2014)"
"238",2785.13394,78.468,"2035","IPCC (2014)"
"239",2760.1026,81.333,"2040","IPCC (2014)"
"240",2641.01818,96.968,"2045","IPCC (2014)"
"241",2354.79266,154.401,"2050","IPCC (2014)"
"242",1626.36332,690.093,"2060","IPCC (2014)"
"243",1314.1424,2657.682,"2070","IPCC (2014)"
"244",1148.7536,6646.435,"2080","IPCC (2014)"
"245",1066.30582,12148.261,"2090","IPCC (2014)"
"246",1020.4876,18170.213,"2100","IPCC (2014)"
"247",3318.38538,39.221,"2010","IPCC (2014)"
"248",2716.33168,86.673,"2015","IPCC (2014)"
"249",2643.98942,96.533,"2020","IPCC (2014)"
"250",2636.25098,97.672,"2025","IPCC (2014)"
"251",2636.23446,97.674,"2030","IPCC (2014)"
"252",2633.38594,98.098,"2035","IPCC (2014)"
"253",2606.15272,102.271,"2040","IPCC (2014)"
"254",2486.59984,123.594,"2045","IPCC (2014)"
"255",2214.76796,199.292,"2050","IPCC (2014)"
"256",1533.94336,927.384,"2060","IPCC (2014)"
"257",1241.48154,3832.157,"2070","IPCC (2014)"
"258",1081.3874,10767.755,"2080","IPCC (2014)"
"259",998.34018,22594.242,"2090","IPCC (2014)"
"260",952.50544,37793.402,"2100","IPCC (2014)"
"261",3317.02602,39.285,"2010","IPCC (2014)"
"262",2502.84962,120.374,"2015","IPCC (2014)"
"263",2188.38552,209.629,"2020","IPCC (2014)"
"264",2046.54244,279.467,"2025","IPCC (2014)"
"265",1963.9153,335.038,"2030","IPCC (2014)"
"266",1859.92544,428.294,"2035","IPCC (2014)"
"267",1727.50702,605.654,"2040","IPCC (2014)"
"268",1581.15516,940.044,"2045","IPCC (2014)"
"269",1440.50742,1548.51,"2050","IPCC (2014)"
"270",1209.64396,4126.044,"2060","IPCC (2014)"
"271",1101.05682,9269.825,"2070","IPCC (2014)"
"272",1020.76726,18122.119,"2080","IPCC (2014)"
"273",969.76884,30782.427,"2090","IPCC (2014)"
"274",937.392,45844.218,"2100","IPCC (2014)"
"275",2649.33472056808,37.5389000359251,"2010","IPCC (2014)"
"276",1780.92420416655,164.495044586143,"2015","IPCC (2014)"
"277",1617.45773217231,233.233004156121,"2020","IPCC (2014)"
"278",1490.04684700302,313.669903711375,"2025","IPCC (2014)"
"279",1371.51870045812,422.771544829346,"2030","IPCC (2014)"
"280",1260.89149106784,571.934649138858,"2035","IPCC (2014)"
"281",1156.75899615352,779.22248451586,"2040","IPCC (2014)"
"282",1062.08030617846,1058.0677569569,"2045","IPCC (2014)"
"283",971.616159624895,1455.12133654579,"2050","IPCC (2014)"
"284",889.12451148743,1998.6507704386,"2055","IPCC (2014)"
"285",885,2806.27896208041,"2060","IPCC (2014)"
"286",885,3509.16191740849,"2065","IPCC (2014)"
"287",885,4198.86466532727,"2070","IPCC (2014)"
"288",885,4913.64212550101,"2075","IPCC (2014)"
"289",885,5670.11891741735,"2080","IPCC (2014)"
"290",885,6462.26604686023,"2085","IPCC (2014)"
"291",885,7274.81309133174,"2090","IPCC (2014)"
"292",885,8086.7471282307,"2095","IPCC (2014)"
"293",885,8875.66291171308,"2100","IPCC (2014)"
"294",2649.33472056808,37.5389000359251,"2010","IPCC (2014)"
"295",1781.43765238321,164.322684170571,"2015","IPCC (2014)"
"296",1621.73162690835,231.016991221336,"2020","IPCC (2014)"
"297",1503.92549003877,303.355479582613,"2025","IPCC (2014)"
"298",1406.72178296871,385.921296277352,"2030","IPCC (2014)"
"299",1323.46910251258,480.597971503701,"2035","IPCC (2014)"
"300",1252.80122197152,585.301651011071,"2040","IPCC (2014)"
"301",1191.82903111439,700.04199631256,"2045","IPCC (2014)"
"302",1137.22066624294,828.243710783419,"2050","IPCC (2014)"
"303",1088.26975378245,969.677958694127,"2055","IPCC (2014)"
"304",1040.8737702582,1137.35011853659,"2060","IPCC (2014)"
"305",997.350543527757,1325.29086485211,"2065","IPCC (2014)"
"306",956.607651789534,1538.6686855562,"2070","IPCC (2014)"
"307",918.06951291847,1782.56405092448,"2075","IPCC (2014)"
"308",885,2064.7229554647,"2080","IPCC (2014)"
"309",885,2409.36900344346,"2085","IPCC (2014)"
"310",885,2750.23423631943,"2090","IPCC (2014)"
"311",885,3126.36761717431,"2095","IPCC (2014)"
"312",885,3542.79138450573,"2100","IPCC (2014)"
"313",2126.47514300842,1241.91224356549,"2030","IPCC (2014)"
"314",1504.63643693418,7073.80756087727,"2040","IPCC (2014)"
"315",1064.640146307,15389.2621887278,"2050","IPCC (2014)"
"316",1504.63643693418,1163.98548046419,"2040","IPCC (2014)"
"317",1064.640146307,5518.43007907906,"2050","IPCC (2014)"
"318",1504.63643693418,1040.64345897048,"2040","IPCC (2014)"
"319",1064.640146307,5029.18724115961,"2050","IPCC (2014)"
"320",4247.34737933329,1.74073276720293,"2010","IPCC (2014)"
"321",3572.75646886876,12.3748212176118,"2015","IPCC (2014)"
"322",3005.30840812767,269.724592160455,"2020","IPCC (2014)"
"323",2527.98608110863,281.728325850191,"2025","IPCC (2014)"
"324",2126.47514300842,302.998234575767,"2030","IPCC (2014)"
"325",1504.63643693418,778.17291036158,"2040","IPCC (2014)"
"326",1064.640146307,2441.49076719629,"2050","IPCC (2014)"
"327",9310.2,3.867,"2005","IPCC (2014)"
"328",9279.52,6.314,"2010","IPCC (2014)"
"329",9049.42,8.442,"2015","IPCC (2014)"
"330",8619.9,10.74,"2020","IPCC (2014)"
"331",7963.82,15.22,"2025","IPCC (2014)"
"332",7203.9,21.6,"2030","IPCC (2014)"
"333",6554.9,30.37,"2035","IPCC (2014)"
"334",5935.4,42.01,"2040","IPCC (2014)"
"335",5385.52,57.24,"2045","IPCC (2014)"
"336",4918.24,75.83,"2050","IPCC (2014)"
"337",4211.42,121.4,"2060","IPCC (2014)"
"338",3717,176.2,"2070","IPCC (2014)"
"339",3332.32,243.3,"2080","IPCC (2014)"
"340",2954.72,348.9,"2090","IPCC (2014)"
"341",2692.76,453.6,"2100","IPCC (2014)"
"342",9310.2,3.895,"2005","IPCC (2014)"
"343",9268.9,6.412,"2010","IPCC (2014)"
"344",9023.46,8.635,"2015","IPCC (2014)"
"345",8681.26,10.38,"2020","IPCC (2014)"
"346",8296.58,12.64,"2025","IPCC (2014)"
"347",7862.34,15.54,"2030","IPCC (2014)"
"348",7221.6,21.61,"2035","IPCC (2014)"
"349",6499.44,31.33,"2040","IPCC (2014)"
"350",5771.38,46.55,"2045","IPCC (2014)"
"351",5133,67.24,"2050","IPCC (2014)"
"352",4242.1,119.2,"2060","IPCC (2014)"
"353",3642.66,187.7,"2070","IPCC (2014)"
"354",3184.82,279.1,"2080","IPCC (2014)"
"355",2843.8,387.9,"2090","IPCC (2014)"
"356",2660.9,469.3,"2100","IPCC (2014)"
"357",9310.2,3.895,"2005","IPCC (2014)"
"358",9268.9,6.413,"2010","IPCC (2014)"
"359",9021.1,8.648,"2015","IPCC (2014)"
"360",8674.18,10.42,"2020","IPCC (2014)"
"361",8276.52,12.78,"2025","IPCC (2014)"
"362",7811.6,15.94,"2030","IPCC (2014)"
"363",7071.74,23.6,"2035","IPCC (2014)"
"364",6198.54,37.75,"2040","IPCC (2014)"
"365",5300.56,62.97,"2045","IPCC (2014)"
"366",4527.66,101.7,"2050","IPCC (2014)"
"367",3453.86,224.2,"2060","IPCC (2014)"
"368",2819.02,403.3,"2070","IPCC (2014)"
"369",2362.36,671.6,"2080","IPCC (2014)"
"370",2057.92,996.2,"2090","IPCC (2014)"
"371",1913.96,1221,"2100","IPCC (2014)"
"372",9310.2,3.895,"2005","IPCC (2014)"
"373",9268.9,6.412,"2010","IPCC (2014)"
"374",9022.28,8.639,"2015","IPCC (2014)"
"375",8680.08,10.38,"2020","IPCC (2014)"
"376",8306.02,12.57,"2025","IPCC (2014)"
"377",7910.72,15.17,"2030","IPCC (2014)"
"378",7305.38,20.71,"2035","IPCC (2014)"
"379",6480.56,32.47,"2040","IPCC (2014)"
"380",5501.16,57.04,"2045","IPCC (2014)"
"381",4591.38,99.53,"2050","IPCC (2014)"
"382",3396.04,236.4,"2060","IPCC (2014)"
"383",2800.14,409.6,"2070","IPCC (2014)"
"384",2368.26,667.6,"2080","IPCC (2014)"
"385",2035.5,1029,"2090","IPCC (2014)"
"386",1883.28,1277,"2100","IPCC (2014)"
"387",9310.2,3.895,"2005","IPCC (2014)"
"388",9267.72,6.415,"2010","IPCC (2014)"
"389",9014.02,8.682,"2015","IPCC (2014)"
"390",8649.4,10.56,"2020","IPCC (2014)"
"391",8236.4,13.04,"2025","IPCC (2014)"
"392",7782.1,16.17,"2030","IPCC (2014)"
"393",7227.5,21.34,"2035","IPCC (2014)"
"394",6623.34,28.95,"2040","IPCC (2014)"
"395",5979.06,41.11,"2045","IPCC (2014)"
"396",5308.82,60.79,"2050","IPCC (2014)"
"397",4035.6,142,"2060","IPCC (2014)"
"398",3191.9,278.4,"2070","IPCC (2014)"
"399",2688.04,459.8,"2080","IPCC (2014)"
"400",2280.94,740.7,"2090","IPCC (2014)"
"401",2061.46,980.9,"2100","IPCC (2014)"
"402",9310.2,3.895,"2005","IPCC (2014)"
"403",9267.72,6.415,"2010","IPCC (2014)"
"404",9004.58,8.734,"2015","IPCC (2014)"
"405",8615.18,10.77,"2020","IPCC (2014)"
"406",8139.64,13.77,"2025","IPCC (2014)"
"407",7562.62,18.06,"2030","IPCC (2014)"
"408",6809.78,26.93,"2035","IPCC (2014)"
"409",6055.76,39.93,"2040","IPCC (2014)"
"410",5360.74,59.14,"2045","IPCC (2014)"
"411",4722.36,88.41,"2050","IPCC (2014)"
"412",3620.24,196.9,"2060","IPCC (2014)"
"413",2886.28,378.3,"2070","IPCC (2014)"
"414",2424.9,626.2,"2080","IPCC (2014)"
"415",2035.5,1048,"2090","IPCC (2014)"
"416",1797.14,1471,"2100","IPCC (2014)"
"417",9799.9,16.67,"2005","IPCC (2014)"
"418",9130.84,29.96,"2010","IPCC (2014)"
"419",7677.08,46.9,"2015","IPCC (2014)"
"420",6434.54,62.09,"2020","IPCC (2014)"
"421",5971.98,70.73,"2025","IPCC (2014)"
"422",5858.7,73.34,"2030","IPCC (2014)"
"423",5753.68,75.69,"2035","IPCC (2014)"
"424",5550.72,80.25,"2040","IPCC (2014)"
"425",5101.14,92.26,"2045","IPCC (2014)"
"426",4494.62,116.4,"2050","IPCC (2014)"
"427",3599,194,"2060","IPCC (2014)"
"428",2988.94,311.2,"2070","IPCC (2014)"
"429",2495.7,502,"2080","IPCC (2014)"
"430",2099.22,798.2,"2090","IPCC (2014)"
"431",1923.4,1014,"2100","IPCC (2014)"
"432",8937.32,0.5813,"2005","IPCC (2014)"
"433",8998.68,0.9787,"2010","IPCC (2014)"
"434",9011.66,1.371,"2015","IPCC (2014)"
"435",8953.84,1.83,"2020","IPCC (2014)"
"436",8779.2,2.671,"2025","IPCC (2014)"
"437",8494.82,3.939,"2030","IPCC (2014)"
"438",8130.2,5.699,"2035","IPCC (2014)"
"439",7704.22,8.158,"2040","IPCC (2014)"
"440",7273.52,11.21,"2045","IPCC (2014)"
"441",6864.06,14.76,"2050","IPCC (2014)"
"442",6088.8,24.05,"2060","IPCC (2014)"
"443",5319.44,38.8,"2070","IPCC (2014)"
"444",4543,64.75,"2080","IPCC (2014)"
"445",3932.94,102.5,"2090","IPCC (2014)"
"446",3613.16,133.4,"2100","IPCC (2014)"
"447",2425.86545454545,33.015,"2020","IPCC (2014)"
"448",1923.07818181818,109.549,"2030","IPCC (2014)"
"449",1630.33090909091,600.477,"2040","IPCC (2014)"
"450",1464.48727272727,1814.882,"2050","IPCC (2014)"
"451",1369.98,4040.874,"2060","IPCC (2014)"
"452",1314.52,7065.337,"2070","IPCC (2014)"
"453",1283.84,10506.244,"2080","IPCC (2014)"
"454",1267.32,15137.423,"2090","IPCC (2014)"
"455",1256.7,20164.466,"2100","IPCC (2014)"
"456",2425.86545454545,68.003,"2020","IPCC (2014)"
"457",1923.07818181818,350.513,"2030","IPCC (2014)"
"458",1630.33090909091,1209.416,"2040","IPCC (2014)"
"459",1464.48727272727,3101.85,"2050","IPCC (2014)"
"460",1369.98,5820.928,"2060","IPCC (2014)"
"461",1314.52,9402.558,"2070","IPCC (2014)"
"462",1283.84,13171.712,"2080","IPCC (2014)"
"463",1267.32,17181.989,"2090","IPCC (2014)"
"464",1256.7,21450.08,"2100","IPCC (2014)"
"465",3278.79090909091,22.98,"2020","IPCC (2014)"
"466",3014.9,22.98,"2030","IPCC (2014)"
"467",2834.36,92.414,"2040","IPCC (2014)"
"468",2715.71636363636,92.414,"2050","IPCC (2014)"
"469",2637.3,92.414,"2060","IPCC (2014)"
"470",2584.2,127.981,"2070","IPCC (2014)"
"471",2549.98,127.981,"2080","IPCC (2014)"
"472",2528.74,127.981,"2090","IPCC (2014)"
"473",2514.58,155.211,"2100","IPCC (2014)"
"474",2425.86545454545,32.854,"2020","IPCC (2014)"
"475",1923.07818181818,121.188,"2030","IPCC (2014)"
"476",1630.33090909091,631.341,"2040","IPCC (2014)"
"477",1464.48727272727,1889.627,"2050","IPCC (2014)"
"478",1369.98,4177.66,"2060","IPCC (2014)"
"479",1314.52,7525.138,"2070","IPCC (2014)"
"480",1283.84,12263.309,"2080","IPCC (2014)"
"481",1267.32,18286.667,"2090","IPCC (2014)"
"482",1256.7,25383.786,"2100","IPCC (2014)"
"483",3278.79090909091,22.98,"2020","IPCC (2014)"
"484",3014.9,22.98,"2030","IPCC (2014)"
"485",2834.36,26.38,"2040","IPCC (2014)"
"486",2715.71636363636,26.38,"2050","IPCC (2014)"
"487",2637.3,26.38,"2060","IPCC (2014)"
"488",2584.2,28.93,"2070","IPCC (2014)"
"489",2549.98,28.93,"2080","IPCC (2014)"
"490",2528.74,28.93,"2090","IPCC (2014)"
"491",2514.58,30.992,"2100","IPCC (2014)"
"492",8536.52735351562,21.2253686523438,"2010","IPCC (2014)"
"493",6591.32961914062,103.314327636719,"2020","IPCC (2014)"
"494",4418.60506835937,361.140069824219,"2030","IPCC (2014)"
"495",2661.0037109375,2740.86163232422,"2040","IPCC (2014)"
"496",2547.64477539062,4445.21263232422,"2050","IPCC (2014)"
"497",2509.30485839844,6177.59113232422,"2060","IPCC (2014)"
"498",2482.0308984375,7956.46463232422,"2070","IPCC (2014)"
"499",2462.90026367187,9866.89213232422,"2080","IPCC (2014)"
